Title,Artist,Nationality,Born Date,Death Date,Gender,Submission Date,Department,Actual Age,Submission Age
"THE FLIGHT IN THE NUDE, plate LXIX (supplementary suite) from LES ÂMES MORTES",Marc Chagall,French,1887,1985,Male,1936,Prints & Illustrated Books,98,49
(Untitled) (Rock form),Man Ray (Emmanuel Radnitzky),American,1890,1976,Male,1930,Photography,86,40
Claire Dolan,Lodge Kerrigan,American,1964,,Male,1998,Film,-,34
"THE BIG CIG (portfolio, plate 5) from RUSSIAN SAMIZDAT ART",Henry Khudyakov,Russian,1930,,Male,1986,Prints & Illustrated Books,-,56
Passe partout from Insicuro Noncurante,Alighiero Boetti,Italian,1940,1994,Male,1970,Prints & Illustrated Books,54,30
"Variant of headpiece from page 91 (supplementary suite, plate 33) from DIALOGUES DES COURTISANES",Aristide Maillol,French,1861,1944,Male,1946,Prints & Illustrated Books,83,85
Headpiece (page 25) from LES JUIFVES,Léon Zack,French,1892,1980,Male,1948,Prints & Illustrated Books,88,56
"First Federal Savings Building Project, Miami, FL, Preliminary sketch of site plan. Scheme B",Ludwig Mies van der Rohe,American,1886,1969,Male,1962,Architecture & Design,83,76
Untitled,Yves Tanguy,American,1900,1955,Male,1942,Drawings,55,42
"Sunset Park, Brooklyn, New York",Thomas Roma,American,1950,,Male,1991,Photography,-,41
Untitled from Study for Twenty-two Constructions from 1967,Fred Sandback,American,1943,2003,Male,1986,Prints & Illustrated Books,60,43
Woven Fabric Sample,Anni Albers,American,1899,1994,Female,1951,Architecture & Design,95,52
Cigarette 37. New York,Irving Penn,American,1917,2009,Male,1972,Photography,92,55
"Just About to Step Into the Bus for the Assembly Center, San Francisco",Dorothea Lange,American,1895,1965,Female,1942,Photography,70,47
Vignette (folio 92 verso) from LES AMOURS,Émile Bernard,French,1868,1941,Male,1915,Prints & Illustrated Books,73,47
"CARESS ME, MY DARLING!...FEEL HOW MY BREASTS ARE COLD AND FIRM... (plate, facing page 30) from LE JARDIN DES SUPPLICES",Auguste Rodin,French,1840,1917,Male,1902,Prints & Illustrated Books,77,62
Ancien couvent des Carmes. Théâtre des massacres de Septembre 1792. Rue de Vaugirard 70,Eugène Atget,French,1857,1927,Male,1900,Photography,70,43
"WENLOCK ABBEY, SHROPSHIRE",Alfred Capel Cure,British,1826,1896,Male,1859,Photography,70,33
Untitled #175,José Antonio Suárez Londoño,Colombian,1955,,Male,2000,Prints & Illustrated Books,-,45
Untitled from Cubes in Color on Color,Sol LeWitt,American,1928,2007,Male,2003,Prints & Illustrated Books,79,75
The Forest,Menashe Kadishman,Israeli,1932,2015,Male,1970,Prints & Illustrated Books,83,38
Untitled,Jerome Neuner,American,1945,,Male,2002,Drawings,-,57
Gham-Bo,Paul Colin,French,1892,1985,Male,1930,Architecture & Design,93,38
"Josef Esters House, Krefeld, Germany, Site plan with garden and driveway. House and garden wall. Partial elevation.",Ludwig Mies van der Rohe,American,1886,1969,Male,1928,Architecture & Design,83,42
Château de Bagatelle,Eugène Atget,French,1857,1927,Male,1913,Photography,70,56
"Untitled from ""Eurana Park, Weatherly, Pennsylvania""",Judith Joy Ross,American,1946,,Female,1982,Photography,-,36
In-text plate (page 6) from TAGEBÜCHER,Antonio Saura,Spanish,1930,1998,Male,1988,Prints & Illustrated Books,68,58
"Flyer for Aktual Art International, San Francisco Museum of Art, May 2–21, 1967",Jeff Berner,,,,Male,1967,Fluxus Collection,-,-
Untitled,Florence Henri,Swiss,1893,1982,Female,1931,Photography,89,38
Dying Light (Auslöschendes Licht) for the illustrated book Das Kestnerbuch (The Kestner Book),Paul Klee,German,1879,1940,Male,1919,Prints & Illustrated Books,61,40
Salt Shakers,Unknown,American,,,,1946,Architecture & Design,-,-
Terminal City,Roy Arden,Canadian,1957,,Male,1999,Photography,-,42
"""Elchim"" Electric Vacuum Cleaner Brush",Giuseppe de Goetzen,Italian,1921,,Male,1953,Architecture & Design,-,32
Japan Relief for Cambodia,Tadanori Yokoo,Japanese,1936,,Male,1993,Architecture & Design,-,57
Study for White Sculpture,Ellsworth Kelly,American,1923,2015,Male,1958,Drawings,92,35
New Year's Greeting,Leonard Baskin,American,1922,2000,Male,1960,Prints & Illustrated Books,78,38
"SLOTH I (facing page 170) from LES SEPT PÉCHÉS CAPITAUX, La Paresse",Marc Chagall,French,1887,1985,Male,1926,Prints & Illustrated Books,98,39
Untitled from Program,Jorge Pardo,American,1963,,Male,2012,Prints & Illustrated Books,-,49
Lowrider,Luis Jimenez,American,1940,2006,Male,1981,Prints & Illustrated Books,66,41
Por el puente de la palabra,Carlos Silva,Argentine,1930,1987,Male,1967,Prints & Illustrated Books,57,37
"German People - German Work Exhibit, Berlin, Germany, Ceramics and industrial-porcelain exhibit.",Lilly Reich,German,1885,1947,Female,1934,Architecture & Design,62,49
"Wright House and Studio, Oak Park, Illinois (Interior with Navajo rug and runner n.d.)",Frank Lloyd Wright,American,1867,1959,Male,1896,Architecture & Design,92,29
"Imperial Post Office, Teschen, Austria (Elevation)",Otto Schönthal,Austrian,1878,1961,Male,1906,Architecture & Design,83,28
Tablet Litho 5,Eleanore Mikus,American,1927,2017,Female,1968,Prints & Illustrated Books,90,41
"Untitled, plate 4 of 8, from the puritan",Louise Bourgeois,American,1911,2010,Female,1990,Prints & Illustrated Books,99,79
Mythical Animals (Animaux fabuleux),Marie Laurencin,French,1883,1956,Female,1920,Prints & Illustrated Books,73,37
"THE SEASON WHICH APPROACHES (headpiece, page 23) from CHANSONS POUR ELLE",Aristide Maillol,French,1861,1944,Male,1939,Prints & Illustrated Books,83,78
Pairon Talle (Soul of Sand),Sidharth Srinivasan,Indian,1975,,Male,2010,Film,-,35
Colored Drawing,Fritz Glarner,American,1899,1972,Male,1963,Prints & Illustrated Books,73,64
Equatorial Telescope (West Tower),Paris Observatory,,,,,1900,Photography,-,-
Santa Fe,Lee Friedlander,American,1934,,Male,1995,Photography,-,61
Pictorial initial M (page 43) from REVENAR,Max Jiménez,Costa Rican,1908,1949,Male,1936,Prints & Illustrated Books,41,28
Costume design for the opera Otello (Othello),Eugene Berman,American,1899,1972,Male,1962,Drawings,73,63
Double page plate (folios 4 verso and 5) from DER RHEIN,Anselm Kiefer,German,1945,,Male,1983,Prints & Illustrated Books,-,38
Tree Spirit (Baumgeist),Ernst Van Leyden,American,1892,1969,Male,1967,Prints & Illustrated Books,77,75
Ornamental initial H and ornament (page 123) from POÈSIES ANTILLAISES,Henri Matisse,French,1869,1954,Male,1959,Prints & Illustrated Books,85,90
Untitled from Runaways,Glenn Ligon,American,1960,,Male,1993,Prints & Illustrated Books,-,33
Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,,,,,1914,Prints & Illustrated Books,-,-
"Pizza Guy, New York",Rachel Harrison,American,1966,,Female,2007,Photography,-,41
"Mount Clarence King, Kings Canyon National Park, California",Ansel Adams,American,1902,1984,Male,1924,Photography,82,22
Passionate Expanse of the Law,Philip Corner,American,1933,,Male,1960,Prints & Illustrated Books,-,27
Plate (page 66) from PARALLÈLEMENT,Pierre Bonnard,French,1867,1947,Male,1900,Prints & Illustrated Books,80,33
Chair Event,George Brecht,American,1926,2008,Male,1972,Prints & Illustrated Books,82,46
Lead Sink For Sebastian. 1970 from Projects by Dennis Oppenheim,Dennis Oppenheim,American,1938,2011,Male,1973,Prints & Illustrated Books,73,35
Headpiece (page 13) from LAUS VENERIS,Jacques Villon,French,1875,1963,Male,1956,Prints & Illustrated Books,88,81
Dust jacket from EL SOMBRERON,Alfredo Zalce,Mexican,1908,2003,Male,1946,Prints & Illustrated Books,95,38
Cover from O NOVYKH SISTEMAKH V ISKUSSTVE (ON NEW SYSTEMS IN ART),Kazimir Malevich,Russian,1878,1935,Male,1919,Prints & Illustrated Books,57,41
merci. mercy.,Louise Bourgeois,American,1911,2010,Female,1992,Prints & Illustrated Books,99,81
L'eggs Mini Marathon,Tod Papageorge,American,1940,,Male,1979,Photography,-,39
Typan sheet from printing the illustrations for the book Prospectus. 1998-2010. Forty-two works by Ben Kinmont,Ben Kinmont,American,1963,,Male,2011,Prints & Illustrated Books,-,48
Reclining Chair without Arms (Elevation sketch [similar to MR 110]),Ludwig Mies van der Rohe,American,1886,1969,Male,1936,Architecture & Design,83,50
Plate for Untitled (3),Jackson Pollock,American,1912,1956,Male,1944,Prints & Illustrated Books,44,32
Plate (folio 15) from A VISION OF THOREAU,Antonio Frasconi,American,1919,2013,Male,1965,Prints & Illustrated Books,94,46
Untitled,Patrick Caulfield,British,1936,2005,Male,1973,Prints & Illustrated Books,69,37
Double Fountain,Lynda Benglis,American,1941,,Female,2007,Painting & Sculpture,-,66
"Aix-en-Provence, France",Harry Callahan,American,1912,1999,Male,1958,Photography,87,46
"Wrapper from ONZE PEINTRES: Taeuber, Kandinsky, Leuppi, Vordemberge, Arp, Delaunay, Schwitters, Kiesler, Morris, Magnelli, Ernst",Léo Leuppi,Swiss,1893,1972,Male,1949,Prints & Illustrated Books,79,56
"Fama & Fortune Bulletin, no. 5,",Martin Kippenberger,German,1953,1997,Male,1990,Prints & Illustrated Books,44,37
Oxygen House Project (Elevation),Douglas Darden,American,1951,1996,Male,1988,Architecture & Design,45,37
Untitled,Aleksandr Rodchenko,Russian,1891,1956,Male,1928,Photography,65,37
Untitled,Louise Nevelson,American,1899,1988,Female,1963,Prints & Illustrated Books,89,64
First Illustration for Scene 2 (plate facing page 26) from Der Mensch ist kein Haustier (Man Is Not a Domestic Animal),Max Beckmann,German,1884,1950,Male,1937,Prints & Illustrated Books,66,53
"The Sphinx and Great Pyramid, Gezah",Francis Frith,British,1822,1898,Male,1858,Photography,76,36
"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Laboratory: elevation of studies)",Louis I. Kahn,American,1901,1974,Male,1962,Architecture & Design,73,61
Pension Cadiz from H-Fact: Hospitality/Hostility,Hüseyin Bahri Alptekin,Turkish,1957,2007,Male,2005,Painting & Sculpture,50,48
Camp Forestia,Peter Doig,British,1959,,Male,1996,Drawings,-,37
The American War,Harrell Fletcher,American,1967,,Male,2005,Photography,-,38
Warren Telechron,Ladislav Sutnar,American,1897,1976,Male,1944,Architecture & Design,79,47
"Battery Park Apartment Buildings Project, New York, NY (Site plan sketch)",Ludwig Mies van der Rohe,American,1886,1969,Male,1957,Architecture & Design,83,71
Autumn Leaf (Study for Hide-and-Seek),Pavel Tchelitchew,American,1898,1957,Male,1939,Drawings,59,41
The Story of my Life and Friends as Told by Snapshots from Fourteen On,Unknown,,,,,1920,Photography,-,-
Monaco- Dog Show,Unknown,,,,,1913,Photography,-,-
F-111,James Rosenquist,American,1933,2017,Male,1964,Painting & Sculpture,84,31
"The Manhattan Transcripts Project, New York, New York, Episode 1: The Park",Bernard Tschumi,,1944,,Male,1976,Architecture & Design,-,32
"Death for an Idea (Der Tod für die Idee) (plate, [p. 93]) from Zeit-Echo. Ein Kriegs-Tagebuch der Künstler vol. 1, no. 7 (Jan 1915)",Paul Klee,German,1879,1940,Male,1915,Prints & Illustrated Books,61,36
Untitled (Self-Portrait),Mark Morrisroe,American,1959,1989,Male,1979,Photography,30,20
Hermit Crab,Candy Kugel,American,1951,,Female,1978,Film,-,27
Blue Mill,Robert Moskowitz,American,1935,,Male,1998,Drawings,-,63
Washington Arch,John Sloan,American,1871,1951,Male,1923,Prints & Illustrated Books,80,52
New City,Dorothy Dehner,American,1901,1994,Female,1953,Drawings,93,52
In-text plate (page 17) from Wunderhorn,Max Ernst,French,1891,1976,Male,1970,Prints & Illustrated Books,85,79
The Freaks,H. C. Westermann,American,1922,1981,Male,1978,Drawings,59,56
"Brazilian Museum of Sculpture, São Paulo, Brazil, floor plan",Paulo Mendes da Rocha,Brazilian,1928,,Male,1988,Architecture & Design,-,60
Poster of the French National Railroad,Album-miscellaneous,Various,,,,1922,Architecture & Design,-,-
Moderne Galerie Theatiner-Maffeistr. Max Oppenheimer (Exhibition Poster),Max Oppenheimer (MOPP),American,1885,1954,Male,1911,Architecture & Design,69,26
"Albuquerque, New Mexico",Lee Friedlander,American,1934,,Male,1972,Photography,-,38
Untitled,Unknown,,,,,1930,Photography,-,-
"Battery Park, New York City",Robert Frank,American,1924,,Male,1954,Photography,-,30
Untitled,Sonia Gechtoff,American,1926,2018,Female,1963,Prints & Illustrated Books,92,37
"Porte, 7 rue Mazarine",Eugène Atget,French,1857,1927,Male,1911,Photography,70,54
Massacre of the Innocents,Jerry Uelsmann,American,1934,,Male,1964,Photography,-,30
Sketch for an Equestrian Statue,Ernesto Fontecilla,Chilean,1938,,Male,1967,Drawings,-,29
"Spatial City, project, Perspective",Yona Friedman,French,1923,,Male,1958,Architecture & Design,-,35
Color separation (1) for Dilapidated Wall (Mur delabré) from the portfolio Spaces and Places (Aires et lieux) from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901,1985,Male,1966,Prints & Illustrated Books,84,65
Field Work,Thomas Dolby,British,1958,,Male,1985,Media and Performance Art,-,27
Advertisement for Revue encyclopédique Larousse from The Beraldi Album of Theatre Programs,Pierre Bonnard,French,1867,1947,Male,1896,Prints & Illustrated Books,80,29
"Sculptural Relief, Orvieto Cathedral",Leopoldo and Guiseppe Alinari,Italian,,,,1860,Photography,-,-
"Fine Arts Center, School, and Performing Arts Theater, Fort Wayne, Indiana (Wall relief)",Louis I. Kahn,American,1901,1974,Male,1966,Architecture & Design,73,65
Banner (XI) (Oriflamme (XI)) from Banners (Oriflammes),Jean Dubuffet,French,1901,1985,Male,1984,Prints & Illustrated Books,84,83
Exposicion de Grabados de Pintores y Escultures Contemporaneos,Unknown,Indian,,,,1966,Architecture & Design,-,-
Ciclovia Aerea: Inicio,Jarbes Lopes,Brazilian,1964,,Male,2006,Drawings,-,42
Young Man in the Sun,Carl Pickhardt,American,1908,2004,Male,1935,Drawings,96,27
New York City,Lee Friedlander,American,1934,,Male,1965,Photography,-,31
The Silex Beater (La Frappeuse de Silex),Joan Miró,Spanish,1893,1983,Male,1973,Prints & Illustrated Books,90,80
Plate from GRAPHICS 160,Dale Rogers,American,,,Male,1955,Prints & Illustrated Books,-,-
Purple (3rd) from Red Shift,Carroll Dunham,American,1949,,Male,1988,Prints & Illustrated Books,-,39
The Reflection,Agnes Denes,American,1931,,Female,1981,Prints & Illustrated Books,-,50
Miniature in Black and White,Anthony McCall,American,1946,,Male,1972,Media and Performance Art,-,26
In-text plate (page 45) from L'ÉVANGILE,Léo Marchutz,French,1903,1976,Male,1948,Prints & Illustrated Books,73,45
Untitled (8 April 1970),Robert Overby,American,1935,1993,Male,1970,Drawings,58,35
A Labyrinth,Friedrich Meckseper,German,,,Male,1967,Prints & Illustrated Books,-,-
"Canto XI: Circle Six, The Heretics from the series Thirty-Four Illustrations for Dante's Inferno",Robert Rauschenberg,American,1925,2008,Male,1960,Drawings,83,35
Study for Bull V,Roy Lichtenstein,American,1923,1997,Male,1973,Drawings,74,50
"TOWER, MARSEILLES, plate VII (page 29) from A BOOK OF TOWERS AND OTHER BUILDINGS OF SOUTHERN EUROPE",Richard Wyndham,British,1896,1948,Male,1928,Prints & Illustrated Books,52,32
Headpiece (page 365) from FABLES,Thomas Bewick,British,1753,1828,Male,1818,Prints & Illustrated Books,75,65
Katsuobushi no Jidainabida,Tokiyoshi Tsubouchi,Japanese,1946,,Male,1982,Architecture & Design,-,36
Drawing for Phytotron: Hydroponic Environment for Plants,Luis Fernando Benedit,Argentine,1937,2011,Male,1972,Drawings,74,35
Yellow Head with Red-Blue Striped Nose,Horst Antes,German,1936,,Male,1966,Prints & Illustrated Books,-,30
"Neue Wache War Memorial Project, Berlin-Mitte, Germany, Interior perspective. Sketch.",Ludwig Mies van der Rohe,American,1886,1969,Male,1930,Architecture & Design,83,44
"Untitled from Flash - November 22, 1963",Andy Warhol,American,1928,1987,Male,1968,Prints & Illustrated Books,59,40
Plate (folio 19) from MADRIGAUX,Raoul Dufy,French,1877,1953,Male,1920,Prints & Illustrated Books,76,43
Cleanliness Flux Kit,Ken Friedman,American,1939,,Male,1969,Prints & Illustrated Books,-,30
Tablet Litho 22,Eleanore Mikus,American,1927,2017,Female,1968,Prints & Illustrated Books,90,41
Microscopic Study of a Drop of Water - Magnified Several Hundred Times,Gustav Schenk,German,1905,1969,Male,1954,Photography,64,49
"Plate 6 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,American,1911,2010,Female,1990,Prints & Illustrated Books,99,79
Front cover from Pustynniki; Pustynnitsa. Dve poemy (Hermits; Hermitess: Two Poems),Natalia Goncharova,Russian,1881,1962,Female,1913,Prints & Illustrated Books,81,32
Tailpiece (page 112) from Les Chants de Maldoror,Salvador Dalí,Spanish,1904,1989,Male,1934,Prints & Illustrated Books,85,30
Self Portraits - Second Published State (The Dartmouth Portraits),Jim Dine,American,1935,,Male,1975,Prints & Illustrated Books,-,40
Mr. Bristol's Barn 95,John Szarkowski,American,1925,2007,Male,1994,Photography,82,69
JEAN LOUIS ERNEST MEISSONIER (1815-91),Robert J. Bingham,British,1824,1870,Male,1871,Photography,46,47
Untitled,Thomas Roma,American,1950,,Male,1977,Photography,-,27
Plate (folio 9 verso) from DER MOSAIKELEFANT UND ANDERE GEDICHTE,Bernhard Luginbühl,Swiss,1929,2011,Male,1984,Prints & Illustrated Books,82,55
"Plate 14 (in-text plate, folio 17) from Yvette Guilbert",Henri de Toulouse-Lautrec,French,1864,1901,Male,1894,Prints & Illustrated Books,37,30
Nosferatu,F.W. Murnau,German,1888,1931,Male,1921,Film,43,33
"Plate (folio 58) from Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,American,1928,2007,Male,1980,Prints & Illustrated Books,79,52
MYTO chair,Konstantin Grcic,German,1965,,Male,2007,Architecture & Design,-,42
Untitled,Eugène Atget,French,1857,1927,Male,1898,Photography,70,41
"Pottery, Number 9",Evert Lundquist,Swedish,1904,1994,Male,1949,Painting & Sculpture,90,45
Memories (Me),Sheng Qi,Chinese,1965,,Male,2000,Photography,-,35
Farmer’s Wife from the Sieg Valley,August Sander,German,1876,1964,Male,1930,Photography,88,54
Untitled (page from Sump),Jerome Neuner,American,1945,,Male,1994,Photography,-,49
"Auto-Destructive Construction, Festival of Misfits, ICA, London, October 23- November 8, 1962",Gustav Metzger,British,1926,2017,,1962,Prints & Illustrated Books,91,36
